mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
fiat,500,,2010,156000,1368,Gasoline,Świdnik,Lubelskie,25900
mercedes-benz,vito,gen-w447-2014,2017,179330,2143,Diesel,Rzuchów,Śląskie,91900
ford,focus-c-max,,2004,230924,1798,Gasoline,Pawłowo,Wielkopolskie,9999
skoda,rapid,,2018,4990,999,Gasoline,Kraków,Małopolskie,52000
ford,c-max,gen-i-2003-2010-c-max,2004,165850,1798,Gasoline,Zambrów,Podlaskie,11400
volvo,v60,gen-i-2011-2018,2010,240000,1999,Gasoline,Radom,Mazowieckie,42900
opel,astra,gen-j-2009-2015,2015,138558,1364,Gasoline,Piaseczno,Mazowieckie,35000
volkswagen,t-roc,,2021,1,1498,Gasoline,Toruń,Kujawsko-pomorskie,142720
volkswagen,tiguan-allspace,,2021,1,2000,Diesel,Częstochowa,Śląskie,186750
bmw,seria-1,gen-f20-2011,2013,173000,1598,Gasoline,Zawiercie,Śląskie,29900
ford,focus,gen-mk2-2004-2011,2009,189000,1800,Diesel,Rudawa,Małopolskie,18900
audi,a3,gen-8p-2003-2012,2010,241500,1968,Diesel,Tarnowskie Góry,Śląskie,31900
ford,focus,gen-mk3-2010,2011,289000,1560,Diesel,Kartuzy,Pomorskie,19900
bmw,seria-5,gen-f10-2009,2016,112000,1995,Diesel,Zgorzelec,Dolnośląskie,109950
ford,focus,gen-mk2-2004-2011,2007,321000,1560,Diesel,Zamość,Lubelskie,9900
opel,astra,gen-h-2004-2013,2009,164498,1598,Gasoline,Masłowo,Wielkopolskie,14499
bmw,seria-3,gen-f30-2012,2019,42600,1995,Diesel,Baranowo,Wielkopolskie,157900
audi,a3,gen-8v-2012,2019,17600,1498,Gasoline,Warszawa,Mazowieckie,81900
honda,civic,gen-ix-2011,2013,129365,1798,Gasoline,Janki,Mazowieckie,51900
audi,a6,gen-c6-2004-2011,2004,213000,2393,LPG,Zofiówka,Lubelskie,21900
renault,modus,,2009,174456,1149,Gasoline,Poręba,Śląskie,12900
opel,meriva,gen-ii-2010,2013,171000,1364,Gasoline,Żelazkowo,Wielkopolskie,33900
opel,vectra,gen-c-2002-2008,2002,355500,1796,LPG,Poznań,Wielkopolskie,7800
bmw,seria-5,gen-f10-2009,2010,244500,1995,Diesel,Warszawa,Mazowieckie,48000
volkswagen,golf,gen-vii-2012,2017,206000,1598,Diesel,Puławy,Lubelskie,48900
ford,mondeo,gen-mk5-2014,2019,19453,1497,Gasoline,Kraków,Małopolskie,119000
opel,insignia,gen-a-2008-2017,2009,231000,1956,Diesel,Kraków,Małopolskie,19000
mazda,cx-3,,2021,12800,1998,Gasoline,Warszawa,Mazowieckie,91000
hyundai,i40,,2015,77000,1685,Diesel,Mogilno,Kujawsko-pomorskie,36600
bmw,seria-3,gen-e90-2005-2012,2008,239000,1995,Diesel,Stary Sącz,Małopolskie,20800
bmw,seria-1,gen-e87-2004-2013,2010,290500,1995,Diesel,Nowogrodziec,Dolnośląskie,17900
audi,a4,gen-b8-2007-2015,2008,269552,1968,Diesel,Tychy,Śląskie,26499
bmw,x1,gen-e84-2009-2015,2014,179989,1995,Diesel,Ełk,Warmińsko-mazurskie,66900
opel,insignia,gen-b-2017,2017,121087,1956,Diesel,Łódź,Łódzkie,87000
renault,modus,,2010,137000,1461,Diesel,Jędrzejów,Świętokrzyskie,13500
audi,q7,,2006,224000,2967,Diesel,Ostrówek,Łódzkie,37900
ford,focus,gen-mk4-2018,2021,5,2261,Gasoline,Bytom,Śląskie,180600
hyundai,tucson,gen-ii-2015,2017,127000,1685,Diesel,Alwernia,Małopolskie,74800
citroen,c5,gen-iii-2008,2015,254000,1997,Diesel,Wągrowiec,Wielkopolskie,29900
renault,megane,gen-iii-2008-2016,2010,196000,1397,Gasoline,Orzesze,Śląskie,19300
ford,ecosport,,2018,36497,998,Gasoline,Janki,Mazowieckie,64900
volkswagen,tiguan,gen-ii-2016-tiguan,2021,5,1984,Gasoline,Katowice,Śląskie,182580
hyundai,i30,gen-i-2007-2012,2008,204401,1591,Gasoline,Lipówki,Mazowieckie,18900
audi,a4,gen-b7-2004-2007,2006,285797,1968,Diesel,Poznań,Wielkopolskie,14900
seat,ibiza,gen-iv-2008,2013,107075,1390,Gasoline,Kłodzko,Dolnośląskie,38900
audi,a6,gen-c6-2004-2011,2004,250000,2393,Gasoline,Ostrów Mazowiecka,Mazowieckie,23900
peugeot,308,,2014,210000,1199,Gasoline,Poznań,Wielkopolskie,30900
citroen,berlingo,gen-ii-2008-berlingo,2017,80327,1598,Gasoline,Warszawa,Mazowieckie,47800
skoda,octavia,gen-i-1996-2011,1998,193300,1595,Gasoline,Szklarnia,Wielkopolskie,2100
toyota,aygo,gen-i-2005-2014,2011,169000,998,Gasoline,Warszawa,Mazowieckie,19999
seat,leon,gen-ii-2005-2012,2011,148000,1197,Gasoline,Jastrzębie-Zdrój,Śląskie,17900
citroen,c4-cactus,,2015,151400,1199,Gasoline,Elbląg,Warmińsko-mazurskie,39900
renault,modus,,2006,256000,1149,Gasoline,Warszawa,Mazowieckie,5900
opel,astra,gen-j-2009-2015,2013,128000,1364,Gasoline,Lechów,Świętokrzyskie,36700
ford,fiesta,gen-mk7-2008,2015,114165,1242,Gasoline,Rumia,Pomorskie,34900
toyota,corolla,gen-seria-e16-2012,2014,83382,1598,Gasoline,Warszawa,Mazowieckie,54900
ford,mondeo,gen-mk4-2007-2014,2009,140000,1999,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,23400
fiat,500x,,2017,67000,1598,LPG,Rzeszów,Podkarpackie,55800
kia,stonic,,2021,5,1197,Gasoline,Gorzów Wielkopolski,Lubuskie,68490
ford,focus,gen-mk3-2010,2015,192632,1997,Diesel,Natolin,Mazowieckie,52900
opel,vectra,gen-c-2002-2008,2002,109900,1796,Gasoline,Mogilno,Kujawsko-pomorskie,8999
renault,scenic,gen-ii-2003-2009-scenic,2004,267000,1390,LPG,Drużbice,Łódzkie,7800
volvo,xc-60,gen-i-2008-2017,2015,180100,1969,Diesel,Warszawa,Mazowieckie,82000
audi,tt,gen-8j-2006-2013,2013,198000,1984,Gasoline,Przysucha,Mazowieckie,67500
mercedes-benz,b-klasa,gen-w245-2005-2011,2011,167000,1699,Gasoline,Oława,Dolnośląskie,33900
mercedes-benz,glc-klasa,,2021,1,3982,Gasoline,Wrocław,Dolnośląskie,554031
opel,meriva,gen-ii-2010,2013,80440,1364,Gasoline,Lublin,Lubelskie,38900
ford,ecosport,,2015,20300,998,Gasoline,Zabrze,Śląskie,58000
ford,ecosport,,2017,31227,998,Gasoline,Lubin,Dolnośląskie,72900
volkswagen,t-cross,,2022,5,999,Gasoline,Łódź,Łódzkie,101800
ford,mondeo,gen-mk5-2014,2017,75400,1498,Gasoline,Bochnia,Małopolskie,61500
kia,ceed,gen-iii-2018,2021,10,1482,Gasoline,Łódź,Łódzkie,119490
opel,astra,gen-k-2015,2018,140000,1598,Diesel,Sokołów,Mazowieckie,40900
citroen,c4-picasso,gen-i-2006-2013-c4-picasso,2011,225000,1560,Diesel,Lubartów,Lubelskie,20900
audi,q3,,2021,5745,1984,Gasoline,Warszawa,Mazowieckie,187900
skoda,fabia,gen-iii-2014,2018,125000,999,Gasoline,Pyrzowice,Śląskie,39999
skoda,octavia,gen-iii-2013,2018,121699,1500,Gasoline,Wrocław,Dolnośląskie,73900
citroen,c4-grand-picasso,,2017,189000,1997,Diesel,Dąbrowa Górnicza,Śląskie,65900
volkswagen,golf,gen-viii-2020,2021,1,1984,Gasoline,Gdańsk,Pomorskie,161500
mini,clubman,,2018,29400,1998,Gasoline,Warszawa,Mazowieckie,119900
opel,antara,,2008,280000,1991,Diesel,Pionki,Mazowieckie,20900
renault,megane,gen-iv-2016,2017,71744,1461,Diesel,Wrocław,Dolnośląskie,50200
renault,megane,gen-iv-2016,2016,160500,1461,Diesel,Gdańsk,Pomorskie,49900
bmw,x3,gen-f25-2010,2012,199000,1995,Diesel,Olkusz,Małopolskie,64500
ford,mustang,,2010,74000,4009,LPG,Łysomice,Kujawsko-pomorskie,54800
opel,astra,gen-k-2009-2015,2017,198000,1598,Diesel,Rybnik,Śląskie,36777
opel,vectra,gen-c-2002-2008,2005,143000,2198,Gasoline,Stargard Szczeciński,Zachodniopomorskie,15998
nissan,qashqai,gen-i-2007-2013,2010,182000,2000,Diesel,Lębork,Pomorskie,29900
volvo,xc-60,gen-i-2008-2017,2013,220000,2400,Diesel,Otwock,Mazowieckie,74500
fiat,grande-punto,,2006,165000,1200,Gasoline,Małuszów,Dolnośląskie,9900
toyota,rav4,gen-v-2018-rav4,2022,1,2487,Hybrid,Chorzów,Śląskie,166400
kia,pro-ceed,,2021,10,1591,Gasoline,Łódź,Łódzkie,138190
hyundai,i30,gen-ii-2012-i30,2012,176000,1396,Gasoline,Kłodzko,Dolnośląskie,33900
skoda,octavia,gen-i-1996-2011,2000,298000,1896,Diesel,Katowice,Śląskie,3500
audi,q7,gen-i-2005-2015,2007,203000,4134,Diesel,Koszalin,Zachodniopomorskie,52900
citroen,c3-picasso,,2012,67000,1598,Gasoline,Lubin,Dolnośląskie,26500
volvo,v90,,2018,99000,1969,Diesel,Suwałki,Podlaskie,174900
bmw,x5,gen-g05-2018,2021,20000,2993,Diesel,Mikołów,Śląskie,424900
renault,clio,gen-ii-1998-2012,2000,215000,1149,Gasoline,Luboń,Wielkopolskie,1500
ford,kuga,gen-i-2008-2012,2008,223000,1997,Diesel,Zamość,Lubelskie,34900
ford,grand-c-max,,2013,251000,1997,Diesel,Płock,Mazowieckie,28900
bmw,seria-3,gen-e90-2005-2012,2005,252000,2497,Gasoline,Łomża,Podlaskie,24000
mazda,cx-3,,2018,40796,1991,Gasoline,Warszawa,Mazowieckie,89500
hyundai,ix20,,2010,104000,1396,Diesel,Płock,Mazowieckie,26700
audi,a6,gen-c5-1997-2004,2000,204000,1984,Gasoline,Lublin,Lubelskie,10900
volvo,s60,gen-iii-2018-s60,2019,7000,1969,Gasoline,Opole,Opolskie,149000
mazda,cx-30,,2021,1,1998,Gasoline,Tarnowskie Góry,Śląskie,133000
peugeot,508,,2012,160000,1598,Gasoline,Pruchna,Śląskie,30999
peugeot,5008,gen-i-2009-2017,2009,306000,1997,Diesel,Zielona Góra,Lubuskie,27900
hyundai,i40,,2013,313809,1685,Diesel,Lipinki,Małopolskie,24500
ford,kuga,gen-ii-2012-kuga,2014,157000,1596,Gasoline,Kiedrzyn,Mazowieckie,48900
renault,megane,gen-iii-2008-2016,2015,172000,1461,Diesel,Wałbrzych,Dolnośląskie,29800
skoda,roomster,,2008,118190,1390,Gasoline,Niwy,Świętokrzyskie,17900
bmw,seria-5,gen-e60-2003-2010,2005,301000,2497,LPG,Łęczyca,Łódzkie,24300
ford,kuga,gen-ii-2012-kuga,2021,1,1500,Gasoline,Szczecinek,Zachodniopomorskie,139000
ford,fiesta,gen-mk7-2008,2009,126000,1242,Gasoline,Świebodzin,Lubuskie,17799
volvo,s60,gen-ii-2010-s60,2014,140000,2497,Gasoline,Limanowa,Małopolskie,57900
mercedes-benz,e-klasa,gen-w213-2016,2019,133700,2999,Hybrid,Wrocław,Dolnośląskie,284900
volkswagen,golf-plus,,2008,274901,1896,Diesel,Szczecin,Zachodniopomorskie,17900
bmw,seria-5,gen-e39-1996-2003,2000,164000,2171,Gasoline,Raszków,Wielkopolskie,9600
skoda,octavia,gen-iii-2013,2014,162900,1968,Diesel,Tarnów,Małopolskie,69900
opel,vectra,gen-c-2002-2008,2007,239000,1796,Gasoline,Wałbrzych,Dolnośląskie,14990
mercedes-benz,c-klasa,gen-w205-2014,2020,9000,1595,Gasoline,Kępno,Wielkopolskie,177000
volkswagen,arteon,,2017,98317,1984,Gasoline,Kielce,Świętokrzyskie,124500
volkswagen,t-cross,,2021,1,999,Gasoline,Świdnica,Dolnośląskie,87400
nissan,qashqai,gen-ii-2013,2014,200000,1598,Diesel,Gdańsk,Pomorskie,51899
volkswagen,touareg,gen-iii-2018-touareg,2020,5,2967,Diesel,Łódź,Łódzkie,371640
opel,insignia,gen-a-2008-2017,2015,171000,1956,Diesel,Węgorzewo,Warmińsko-mazurskie,49900
peugeot,207,,2008,160805,1598,Gasoline,Rypin,Kujawsko-pomorskie,16299
volkswagen,touran,gen-i-2003-2010,2005,197000,1598,Gasoline,Toruń,Kujawsko-pomorskie,15400
bmw,seria-3,gen-e46-1998-2007,2002,250000,1796,Gasoline,Gdańsk,Pomorskie,10900
volvo,s40,gen-ii-2004,2006,202727,1999,Gasoline,Lębork,Pomorskie,17800
volkswagen,up,,2014,116200,999,Gasoline,Poznań,Wielkopolskie,26900
renault,captur,,2016,47816,1197,Gasoline,Katowice,Śląskie,57900
kia,ceed,gen-i-2006-2012,2008,197000,1600,Gasoline,Kutno,Łódzkie,15900
citroen,berlingo,gen-i-1996-2010,2003,254000,1360,Gasoline,Bydgoszcz,Kujawsko-pomorskie,9000
audi,a3,gen-8p-2003-2012,2010,241000,1968,Diesel,Żabno,Małopolskie,29900
hyundai,i30,gen-i-2007-2012,2009,152000,1396,Gasoline,Małuszów,Dolnośląskie,18900
volvo,xc-60,gen-ii-2017,2019,72000,1969,Diesel,Warszawa,Mazowieckie,171000
hyundai,tucson,gen-iii-2015-2020,2016,195000,1685,Diesel,Zambrów,Podlaskie,79999
opel,astra,gen-k-2015,2019,19366,1400,Gasoline,Oświęcim,Małopolskie,76700
renault,megane,gen-iii-2008-2016,2015,105000,1598,Gasoline,Żary,Lubuskie,29999
bmw,seria-4,,2014,95559,1997,Gasoline,Bierutów,Dolnośląskie,105000
ford,escape,,2015,145120,1999,Gasoline,Mielec,Podkarpackie,57500
volkswagen,touran,gen-i-2003-2010,2006,170000,1984,Gasoline,Szczecin,Zachodniopomorskie,15500
audi,a4,gen-b8-2007-2015,2010,288000,1798,Gasoline,Warszawa,Mazowieckie,29500
skoda,octavia,gen-iii-2013,2018,178643,1598,Diesel,Zawiercie,Śląskie,49900
audi,a8,gen-d3-2002-2010,2006,288641,3697,LPG,Topólka,Kujawsko-pomorskie,29999
peugeot,508,,2021,3000,1499,Diesel,Warszawa,Mazowieckie,139900
mini,clubman,,2018,82277,1995,Diesel,Łódź,Łódzkie,129900
renault,talisman,,2019,179000,1749,Diesel,Morzyczyn,Zachodniopomorskie,69999
honda,cr-v,gen-iv-2012-cr-v,2016,170000,1597,Diesel,Susz,Warmińsko-mazurskie,73990
peugeot,5008,gen-ii-2017-5008,2019,8500,1499,Diesel,Pleszew,Wielkopolskie,114000
opel,zafira,gen-b-2005-2011,2009,211836,1796,Gasoline,Niestachów,Świętokrzyskie,20800
audi,a4,gen-b9-2015,2020,24818,1968,Diesel,Modlniczka,Małopolskie,189900
opel,astra,gen-k-2015,2020,39800,1199,Gasoline,Libertów,Małopolskie,68900
mercedes-benz,glk-klasa,,2010,272000,2143,Diesel,Świnoujście,Zachodniopomorskie,54800
volvo,xc-90,gen-ii-2014-xc-90,2017,103980,1969,Diesel,Drezdenko,Lubuskie,215250
ford,focus,gen-mk3-2010,2018,161000,1498,Diesel,Sokołów,Mazowieckie,42900
peugeot,508,,2021,2,1598,Hybrid,Warszawa,Mazowieckie,180500
ford,focus,gen-mk3-2010,2012,189189,1560,Diesel,Dobre Miasto,Warmińsko-mazurskie,22900
toyota,yaris,gen-ii-2005-2011,2006,123000,998,Gasoline,Węgrów,Mazowieckie,14900
hyundai,elantra,gen-iv-2016-elantra,2021,4,1598,Gasoline,Lublin,Lubelskie,88250
mazda,3,gen-i-2003-2009,2006,179226,1598,Gasoline,Łask,Łódzkie,15900
bmw,seria-7,gen-e65-66-2001-2008,2006,90400,4000,Gasoline,Bełchatów,Łódzkie,57500
fiat,tipo,gen-ii-2016,2021,1,999,Gasoline,Kraków,Małopolskie,90200
bmw,m3,,1998,108320,3201,Gasoline,Kraków,Małopolskie,119900
audi,a5,gen-8t-2007-2016,2015,144000,1798,Gasoline,Wilkanowo,Lubuskie,59999
renault,koleos,,2010,203000,1995,Diesel,Szamotuły,Wielkopolskie,22900
opel,astra,gen-j-2009-2015,2011,210000,1956,Diesel,Poznań,Wielkopolskie,24500
ford,fiesta,gen-mk8-2017,2021,14500,1499,Gasoline,Mysłowice,Śląskie,116000
volkswagen,touran,gen-i-2003-2010,2008,220452,1390,Gasoline,Koszalin,Zachodniopomorskie,23900
fiat,bravo,gen-ii-2007-bravo,2011,184170,1598,Diesel,Tarnów,Małopolskie,19999
skoda,octavia,gen-ii-2004-2013,2008,217000,1968,Diesel,Sosnowiec,Śląskie,16999
hyundai,ix35,,2013,162000,1995,Diesel,Radom,Mazowieckie,45000
toyota,auris,gen-i-2006-2012-auris,2006,228000,1998,Diesel,Gostynin,Mazowieckie,19999
ford,focus,gen-mk2-2004-2011,2005,147300,1596,Gasoline,Wrocław,Dolnośląskie,9900
peugeot,208,,2021,5,1199,Gasoline,Sosnowiec,Śląskie,43994
bmw,seria-3,gen-f30-2012,2016,160000,1995,Diesel,Tarnów,Małopolskie,65000
volkswagen,tiguan,gen-i-2007-2016,2011,135000,1390,Gasoline,Rybnik,Śląskie,37900
ford,mondeo,gen-mk5-2014,2016,172000,1498,Gasoline,Jedlińsk,Mazowieckie,59900
citroen,c4-grand-picasso,,2016,133000,1560,Diesel,Warszawa,Mazowieckie,49900
bmw,seria-3,gen-f30-2012,2017,100974,1998,Gasoline,Piaseczno,Mazowieckie,103200
skoda,fabia,gen-iii-2014,2015,117000,1197,Gasoline,Buczek,Łódzkie,33900
mercedes-benz,e-klasa,gen-w213-2016,2020,20900,1950,Diesel,Wrocław,Dolnośląskie,309900
skoda,fabia,gen-iii-2014,2015,149083,999,LPG,Dąbrowa Górnicza,Śląskie,26500
toyota,auris,gen-ii-2012,2018,60066,1598,LPG,Katowice,Śląskie,76501
fiat,tipo,gen-ii-2016,2022,1,999,Gasoline,Katowice,Śląskie,81500
volkswagen,t-cross,,2021,5,999,Gasoline,Łódź,Łódzkie,92940
audi,tt,gen-8j-2006-2013,2006,190107,1984,Gasoline,Leszno,Wielkopolskie,34900
hyundai,i30,gen-iii-2017,2017,35400,1368,Gasoline,Świdnik,Lubelskie,47900
opel,vivaro,,2006,273400,1995,Diesel,Wyszków,Mazowieckie,26937
audi,a4,gen-b8-2007-2015,2014,284000,1968,Diesel,Brzozówka,Kujawsko-pomorskie,49500
renault,megane,gen-iii-2008-2016,2014,150000,1598,Diesel,Konopiska,Śląskie,31500
audi,a3,gen-audi-a3-8y,2022,5,999,Gasoline,Łódź,Łódzkie,112200
ford,focus,gen-mk3-2010,2017,56370,1498,Diesel,Gdańsk,Pomorskie,49900
volvo,v60,gen-i-2011-2018,2014,204615,1969,Diesel,Gdańsk,Pomorskie,56900
skoda,octavia,gen-iii-2013,2018,106496,1395,Gasoline,Gdańsk,Pomorskie,69900
citroen,c5,gen-iii-2008,2010,183900,1598,Gasoline,Lubicz Dolny,Kujawsko-pomorskie,24900
volvo,xc-60,gen-ii-2017,2018,47955,1969,Diesel,Kraków,Małopolskie,172200
audi,a4,gen-b8-2007-2015,2011,219000,1968,Diesel,Nowy Sącz,Małopolskie,36999
honda,jazz,gen-iii-2008-2014,2010,210760,1339,Gasoline,Guzów,Mazowieckie,16400
fiat,bravo,gen-ii-2007-bravo,2008,98000,1598,Diesel,Kraków,Małopolskie,11500
nissan,juke,gen-i-2010-2019,2011,130352,1598,Gasoline,Kutno,Łódzkie,35900
ford,kuga,gen-i-2008-2012,2011,247852,2521,Gasoline,Kielce,Świętokrzyskie,43999
nissan,leaf,,2019,84000,0,Electric,Nowy Sącz,Małopolskie,83700
opel,corsa,gen-f-2019,2021,12420,1199,Gasoline,Płock,Mazowieckie,63000
mini,countryman,,2022,5,1499,Gasoline,Falenty,Mazowieckie,128900
toyota,avensis,gen-iii-2009,2014,150000,1798,Gasoline,Kraków,Małopolskie,43000
skoda,octavia,gen-ii-2004-2013,2012,121000,1798,Gasoline,Zawiercie,Śląskie,35900
renault,clio,gen-iii-2005-2012,2008,166380,1998,Gasoline,Kraków,Małopolskie,15500
bmw,seria-4,,2017,50000,2998,Gasoline,Kielce,Świętokrzyskie,145000
toyota,camry,,1996,300000,2194,LPG,Poznań,Wielkopolskie,14900
ford,kuga,gen-ford-kuga-iii,2021,5,2483,Gasoline,Toruń,Kujawsko-pomorskie,146500
fiat,grande-punto,,2006,175000,1368,Gasoline,Myszków,Śląskie,9999
mercedes-benz,c-klasa,gen-w204-2007-2014,2012,128000,1796,Gasoline,Warszawa,Mazowieckie,63999
mercedes-benz,c-klasa,gen-w204-2007-2014,2013,159000,2200,Diesel,Poniec,Wielkopolskie,61300
volvo,xc-90,gen-ii-2014-xc-90,2019,40000,1969,Diesel,Kraków,Małopolskie,295000
mercedes-benz,b-klasa,gen-w245-2005-2011,2005,240000,1991,Diesel,Sulechów,Lubuskie,6900
skoda,fabia,gen-ii-2007,2009,136096,1390,Gasoline,Olszyna,Dolnośląskie,17900
volkswagen,polo,gen-iv-2001-2009,2006,169000,1390,LPG,Radom,Mazowieckie,13900
volkswagen,golf-plus,,2009,169250,1968,Diesel,Zawiercie,Śląskie,26900
volvo,v40,gen-ii-2012-v40,2013,156811,2497,Gasoline,Elbląg,Warmińsko-mazurskie,69900
fiat,freemont,,2016,158794,1956,Diesel,Warszawa,Mazowieckie,59900
opel,mokka,,2015,163500,1686,Diesel,Ostrołęka,Mazowieckie,46900
mercedes-benz,s-klasa,gen-w223-2020,2020,20000,2925,Diesel,Kraków,Małopolskie,680000
skoda,fabia,gen-ii-2007,2010,230000,1598,Diesel,Skierniewice,Łódzkie,11900
toyota,auris,gen-ii-2012,2014,112989,1798,Hybrid,Warszawa,Mazowieckie,52600
honda,civic,gen-ix-2011,2014,89000,1798,LPG,Rychwał,Wielkopolskie,56580
peugeot,508,,2021,2,1199,Gasoline,Łódź,Łódzkie,139900
opel,insignia,gen-a-2008-2017,2008,215359,1796,LPG,Piaseczno,Mazowieckie,30000
renault,scenic,gen-iii-2009-2013,2011,100450,1461,Diesel,Bydgoszcz,Kujawsko-pomorskie,26900
opel,astra,gen-h-2004-2013,2005,208000,1598,LPG,Dobrzelin,Łódzkie,12700
opel,astra,gen-h-2004-2013,2006,237000,1598,Gasoline,Chojnice,Pomorskie,9800
seat,ibiza,gen-iv-2008,2016,102000,999,LPG,Kraków,Małopolskie,31900
toyota,avensis,gen-ii-2003-2009,2009,163531,1794,Gasoline,Częstochowa,Śląskie,23900
ford,s-max,gen-i-2006-2015,2012,249000,1997,Diesel,Lębork,Pomorskie,37900
ford,mondeo,gen-mk5-2014,2017,95368,1997,Diesel,Warszawa,Mazowieckie,69900
bmw,x5,gen-f15-2013,2014,196000,4395,Gasoline,Piekary Śląskie,Śląskie,119900
peugeot,208,,2017,32000,1199,Gasoline,Wągrowiec,Wielkopolskie,32800
volkswagen,jetta,gen-a6-2010,2012,89899,1390,Gasoline,Janki,Mazowieckie,38900
ford,s-max,gen-ii-2015-s-max,2016,116628,1997,Diesel,Bydgoszcz,Kujawsko-pomorskie,99900
renault,clio,gen-v-2019,2021,5,999,Gasoline,Siedlce,Mazowieckie,66700
volkswagen,golf,gen-iv-1997-2006,2001,239000,1896,Diesel,Gdynia,Pomorskie,2700
mini,cooper,,2010,170000,1598,Gasoline,Kolbudy,Pomorskie,24900
renault,trafic,gen-iii-2014-trafic,2016,244000,1598,Diesel,Tuchorza,Wielkopolskie,49900
hyundai,i30,gen-ii-2012-i30,2014,169200,1591,Gasoline,Wodzisław Śląski,Śląskie,33400
bmw,seria-5,gen-e60-2003-2010,2006,330000,1995,Diesel,Kielce,Świętokrzyskie,16900
mitsubishi,asx,,2016,62000,1590,Gasoline,Poznań,Wielkopolskie,54900
toyota,proace-verso,,2021,10,1997,Diesel,Mościska,Mazowieckie,138290
hyundai,i20,gen-ii-2014,2019,42191,1248,Gasoline,Warszawa,Mazowieckie,55900
seat,altea,,2005,185870,1595,Gasoline,Lublin,Lubelskie,14000
opel,astra,gen-j-2009-2015,2014,100000,1398,Gasoline,Stalowa Wola,Podkarpackie,27000
opel,astra,gen-k-2015,2017,69200,1399,Gasoline,Rydułtowy,Śląskie,57900
ford,mustang,,2018,51000,5038,Gasoline,Braniewo,Warmińsko-mazurskie,155000
audi,a4,gen-b6-2000-2004,2004,310289,1896,Diesel,Suwałki,Podlaskie,13900
bmw,5gt,,2013,79767,2993,Diesel,Bydgoszcz,Kujawsko-pomorskie,116850
audi,q3,,2020,41904,1968,Diesel,Kraków,Małopolskie,243900
hyundai,i30,gen-iii-2017,2019,54500,1368,Gasoline,Olsztyn,Warmińsko-mazurskie,63900
ford,focus,gen-mk2-2004-2011,2007,273000,1798,Gasoline,Wejherowo,Pomorskie,10900
mini,clubman,,2021,1,1998,Gasoline,Rzeszów,Podkarpackie,166900
audi,a4,gen-b6-2000-2004,2002,125000,1595,Gasoline,Lubin,Dolnośląskie,12500
renault,captur,,2017,54753,1197,Gasoline,Lublin,Lubelskie,50000
bmw,seria-1,gen-e87-2004-2013,2006,227103,1596,Gasoline,Łódź,Łódzkie,14200
kia,ceed,gen-iii-2018,2018,121989,1582,Diesel,Bydgoszcz,Kujawsko-pomorskie,76900
toyota,yaris,gen-ii-2005-2011,2006,128461,998,Gasoline,Katowice,Śląskie,15800
seat,alhambra,gen-i-1996-2010-alhambra,2005,290000,1896,Diesel,Żarki,Śląskie,14999
toyota,corolla,gen-e21-2019,2022,1,1798,Hybrid,Chorzów,Śląskie,109400
bmw,seria-1,gen-f40-2019,2020,29920,1499,Gasoline,Poznań,Wielkopolskie,144473
volkswagen,golf,gen-iv-1997-2006,2001,256200,1390,Gasoline,Krzeszowice,Małopolskie,6400
volkswagen,tiguan,gen-i-2007-2016,2008,186000,1968,Diesel,Łomża,Podlaskie,33900
mercedes-benz,a-klasa,gen-w168-1997-2004,2001,170000,1598,Gasoline,Wrocław,Dolnośląskie,4500
volvo,xc-60,gen-i-2008-2017,2016,89000,1969,Diesel,Kolonia Wierzchowisko,Śląskie,94900
skoda,rapid,,2017,83999,999,Gasoline,Zabrze,Śląskie,49000
peugeot,308,,2015,189000,1560,Diesel,Stare Miasto,Wielkopolskie,32900
peugeot,207,,2006,166000,1560,Diesel,Ostrów Wielkopolski,Wielkopolskie,8900
skoda,octavia,gen-iii-2013,2014,249000,1598,Diesel,Opole,Opolskie,34317
peugeot,308,,2019,88086,1499,Diesel,Janki,Mazowieckie,73900
toyota,avensis,gen-ii-2003-2009,2003,300000,1995,Diesel,Dębica,Podkarpackie,7300
toyota,rav4,gen-iv-2012,2015,136700,1998,Diesel,Zabrze,Śląskie,72900
bmw,x5,gen-g05-2018,2021,5,2998,Gasoline,Katowice,Śląskie,434600
volkswagen,jetta,gen-a5-2005-2010,2008,262365,1595,LPG,Legionowo,Mazowieckie,18500
audi,a4,gen-b8-2007-2015,2008,303000,1968,Diesel,Drawsko Pomorskie,Zachodniopomorskie,24900
mercedes-benz,e-klasa,gen-w212-2009,2012,49222,5461,Gasoline,Warszawa,Mazowieckie,219000
opel,zafira,gen-c-2011,2012,239000,1956,Diesel,Krotoszyn,Wielkopolskie,38900
seat,alhambra,gen-ii-2010-alhambra,2012,332000,1968,Diesel,Warszawa,Mazowieckie,29900
skoda,octavia,gen-iii-2013,2015,139900,1395,Gasoline,Suchy Las,Wielkopolskie,57900
audi,a4,gen-b7-2004-2007,2006,204000,2000,Gasoline,Kutno,Łódzkie,18900
mercedes-benz,c-klasa,gen-w203-2000-2007,2004,245000,1796,LPG,Staszów,Świętokrzyskie,15900
peugeot,308,,2017,61275,1199,Gasoline,Bielany Wrocławskie,Dolnośląskie,71000
skoda,superb,gen-i-2001-2008,2007,178000,1781,Gasoline,Żarki,Śląskie,17500
